"Gene","Adipose_Subcutaneous","Adipose_Visceral_Omentum","Adrenal_Gland","Artery_Aorta","Artery_Coronary","Artery_Tibial","Bladder","Brain_Amygdala","Brain_Anterior_cingulate_cortex_BA24","Brain_Caudate_basal_ganglia","Brain_Cerebellar_Hemisphere","Brain_Cerebellum","Brain_Cortex","Brain_Frontal_Cortex_BA9","Brain_Hippocampus","Brain_Hypothalamus","Brain_Nucleus_accumbens_basal_ganglia","Brain_Putamen_basal_ganglia","Brain_Spinal_cord_cervical_c-1","Brain_Substantia_nigra","Breast_Mammary_Tissue","Cells_Cultured_fibroblasts","Cells_EBV-transformed_lymphocytes","Cervix_Ectocervix","Cervix_Endocervix","Colon_Sigmoid","Colon_Transverse","Esophagus_Gastroesophageal_Junction","Esophagus_Mucosa","Esophagus_Muscularis","Fallopian_Tube","Heart_Atrial_Appendage","Heart_Left_Ventricle","Kidney_Cortex","Kidney_Medulla","Liver","Lung","Minor_Salivary_Gland","Muscle_Skeletal","Nerve_Tibial","Ovary","Pancreas","Pituitary","Prostate","Skin_Not_Sun_Exposed_Suprapubic","Skin_Sun_Exposed_Lower_leg","Small_Intestine_Terminal_Ileum","Spleen","Stomach","Testis","Thyroid","Uterus","Vagina","Whole_Blood","VitalAverage","NonVitalAverage"
"NSG1",0.440406,2.55171,2.12581,0.331165,0.479675,0.226633,1.1966,11.8581,21.7081,30.8823,79.3152,105.424,36.7194,50.922,6.89268,54.2576,49.4694,20.0275,9.80973,13.9031,1.72818,0.403694,4.15265,5.63854,4.96784,3.47115,3.77823,1.01739,15.718,1.17311,9.71382,1.76344,1.13837,1.33704,0.254614,0.119845,0.736305,2.5816,0.116832,3.07931,50.6513,0.341587,143.732,5.65368,63.2729,65.7312,2.53661,0.895426,2.68826,18.5411,0.466014,4.70986,20.3654,0.860767,30.9267015625,11.9100543043685
"NSMCE2",14.2584,10.121,10.6076,13.4788,12.4558,17.0768,12.7194,3.45964,4.33269,4.14913,7.04084,6.13794,5.08594,6.31603,3.40198,4.76387,4.1748,3.68816,6.05682,4.26606,13.2017,15.5261,19.3632,14.1421,13.4471,13.372,8.63216,12.4449,10.0175,12.6664,10.8071,7.1828,5.68673,6.14434,8.2536,3.65675,12.3514,10.1049,10.1123,13.1144,14.4194,3.51644,9.25766,10.4138,10.1405,11.2143,8.38669,10.0392,8.83111,12.2537,11.7801,13.2535,11.9158,2.69996,5.505926875,11.1109462867996
"MAD1L1",7.03688,5.3988,4.02268,6.32932,5.65808,6.43858,6.87953,3.42201,3.99384,5.71071,7.64667,6.87388,5.61798,5.9566,3.47582,4.02047,4.61915,6.30717,5.69558,3.85603,7.10958,8.93585,16.0147,10.0325,9.39889,5.94167,4.41997,5.39229,5.71497,5.4005,7.3154,3.81745,2.24138,2.54674,3.70573,2.90842,7.84328,4.82511,4.33849,8.8646,6.61442,1.68956,6.55458,7.30637,9.46527,10.8919,5.59882,10.3927,3.78278,18.87,8.24207,9.13153,8.44194,5.64188,5.06862625,7.01805247863248
"SCFD2",10.8125,10.5009,12.4271,11.4632,11.2707,10.1762,10.7882,4.53716,5.50051,5.11748,5.6565,5.41168,7.33477,9.20429,4.59653,6.55958,5.59504,4.30303,7.92884,5.44375,10.7659,24.0319,20.9067,9.33644,8.61818,6.564,6.15128,7.05614,11.7376,7.81769,8.32407,4.82886,3.45003,3.59886,5.85703,3.40326,8.57968,7.46116,4.77354,12.24,11.0538,4.00181,10.9216,7.21732,11.1783,11.8953,6.47486,8.23823,5.66031,5.23253,9.52656,10.9965,11.1387,2.20332,5.877983125,9.23278284900285
"TEX41",0.506272,0.21621,0.0113858,0.298465,0.587568,0.499546,0.106644,0.0161791,0.0235488,0.0111792,0.00312313,0.00429609,0.0247785,0.0287092,0.0171866,0.0165029,0.0100796,0.00756758,0.01783,0.00938717,0.351235,0.116023,0,0.801531,0.504589,0.0480738,0.0246963,0.0882686,0.0444741,0.0642952,0.296233,0.0856227,0.0135495,0.367679,0.417569,0.022069,0.112028,0.0796607,0.0147586,0.355127,0.259947,0.0120764,0.0567517,0.0921077,0.321143,0.370591,0.0200393,0.0316936,0.0182603,1.21166,0.387786,0.276101,0.365187,0,0.025098004375,0.241650526386515
"BACE2",20.8504,12.3108,2.3889,39.8014,29.4815,30.5701,14.3663,0.788009,0.899099,0.81373,0.39861,0.556182,1.16033,1.18172,1.06027,1.09546,0.627859,0.786375,9.03879,2.13022,17.6093,11.3682,0.635544,15.6667,19.9497,12.7046,10.834,11.7553,14.2545,12.5301,15.9856,6.975,2.10027,7.97603,18.2043,0.806742,10.3631,41.2066,1.93183,24.3131,5.98225,9.33381,3.4465,22.8205,8.46505,11.2823,10.0677,9.70883,17.4898,3.15494,13.1883,18.7147,13.7834,0.609263,2.498439,14.0053010061728
"ITFG1",17.4484,15.2716,25.017,34.305,26.6181,27.2602,16.6326,11.9195,16.4561,18.6658,37.3835,23.6203,16.93,31.4352,12.1409,18.1751,24.2799,14.1228,15.0471,9.4295,16.7624,27.7292,13.7942,18.5413,18.8884,16.3069,15.064,15.3319,9.92965,14.9098,19.5243,12.8941,9.13278,11.032,12.292,6.93646,19.7244,15.1788,8.46538,21.0646,21.6973,5.94421,20.1167,13.0916,12.7298,13.1507,13.6071,11.582,12.5932,23.6623,22.1675,22.5265,15.7505,5.00159,18.20981125,16.7983107454891
"WWOX",5.28332,4.43055,3.73142,6.51789,5.98483,6.89228,5.60333,6.16809,6.77433,6.81567,12.1278,11.2144,6.84932,6.8204,5.58518,7.42681,6.22283,5.67835,10.4735,7.4768,5.6887,2.23766,3.16558,7.81982,6.86342,3.8385,2.45132,3.41851,4.03169,3.00798,5.3088,1.74441,1.11852,3.91259,4.39117,2.54595,4.36723,4.86484,0.896802,8.24482,6.68004,1.68823,6.47142,5.6507,4.8824,5.06572,2.74905,2.94617,2.85234,6.47785,13.798,8.1582,5.75281,0.709234,6.6789775,4.88254041785375
"SMYD3",4.25972,3.27938,6.24922,4.26071,3.49577,4.22762,6.54525,3.50926,4.70734,4.25488,12.5581,10.1017,6.0033,7.37192,3.32611,5.06559,5.57025,3.12499,3.08042,3.39233,4.50891,10.6086,7.28144,5.38295,4.96393,4.08893,3.17638,4.42123,2.16297,4.52439,4.61957,1.89796,1.25813,2.29163,3.74694,1.02296,6.62406,3.12428,2.04314,6.14651,4.87652,1.14626,5.81561,3.75692,3.85451,4.24775,3.22626,3.28467,2.95393,7.35102,10.8529,5.20483,3.39569,1.08407,5.11539625,4.41283556030389
"SOX6",1.10333,1.98685,0.926749,0.634399,3.33083,5.46636,1.27036,2.38791,2.60084,2.48206,0.830138,1.10927,2.08561,2.2903,1.69226,2.1031,2.2212,1.66153,1.45258,2.09872,0.807817,0.0506333,0.0454589,1.2453,2.00373,1.11933,1.20576,1.19627,1.90832,0.748527,1.91705,1.74978,1.12332,2.80073,3.25589,1.63132,1.14446,0.454691,4.29233,4.72243,0.892642,1.72161,4.40131,0.651902,2.88247,2.72239,3.4968,0.527402,0.774402,9.13376,2.08968,0.68135,1.05811,0.216807,1.814567375,1.98227140978158
"CDKAL1",7.45028,5.99311,3.68508,6.44854,6.74085,8.32369,7.20168,1.72363,1.7688,1.99191,4.71322,4.26315,2.14375,2.23271,1.71146,2.36257,2.00112,1.66689,4.38864,2.04046,7.73319,7.35348,12.3475,8.99032,9.63197,6.33911,4.95864,5.69828,5.01095,5.4475,9.05461,2.63192,1.8261,2.59026,3.9853,1.9184,7.17326,5.80662,4.65965,8.90359,10.2875,2.67561,5.26939,6.36991,7.5199,8.11843,5.55955,6.40553,4.30499,7.48491,8.81015,9.72103,7.41512,1.53447,2.789974375,6.49137679962013
"ACBD6",13.747,10.7868,11.1449,15.7684,13.9664,16.4289,16.6625,5.72748,6.71307,6.98984,23.9274,23.3951,8.75444,8.72105,5.80267,7.03615,7.87471,5.76533,8.07316,5.40987,14.1315,21.0919,23.0838,20.8776,22.6369,15.3535,10.7184,12.7297,9.61975,12.4137,18.4772,6.15294,4.70361,8.00457,10.3127,4.35308,14.7203,10.7692,5.45979,21.8458,22.5726,6.46614,17.5625,16.583,13.8654,14.8461,12.089,16.4286,8.46653,30.1804,19.9644,21.2588,16.2253,5.32655,9.360445,14.75395497151
"LGALS3BP",185.052,234.277,339.825,229.776,219.794,109.607,169.114,28.4164,20.3679,34.6394,18.1902,23.2977,25.3937,22.0195,36.396,69.6059,28.9238,36.2384,184.091,59.0985,191.707,128.903,17.7129,272.483,287.273,155.348,231.39,128.575,163.32,105.006,270.798,232.303,180.282,98.4993,148.464,43.0526,270.419,252.752,11.0796,190.549,331.098,29.3363,307.785,204.785,59.6278,39.4014,212.285,87.3174,181.685,130.333,238.697,271.985,240.535,7.2114,79.35515,171.046470037987
"NHSL1",5.90251,5.18756,1.44688,1.08635,2.08649,1.88796,2.22364,4.5214,3.91515,4.69911,5.28344,6.43268,3.79307,3.32639,3.61027,3.12216,4.50937,3.64832,2.40401,3.37316,4.13913,5.5341,0.258794,1.79131,2.04214,3.19166,7.95072,2.38244,11.7756,2.7661,1.94523,5.51316,5.44626,2.83607,5.19534,8.61371,9.21744,3.94689,0.312622,5.21809,0.920056,1.86494,1.98803,1.36001,16.5394,16.9826,11.8966,2.34,3.52879,0.863125,2.35166,1.51609,6.56988,0.144064,4.550961875,4.1762000688509
"ZNF704",11.7249,8.28641,4.38703,26.7434,20.3567,26.4496,10.9638,4.50755,4.0251,4.45815,24.8708,24.3497,5.25507,4.77646,4.8811,5.26141,4.18361,4.05735,8.19496,4.55081,10.0313,0.140905,0.0330378,27.8174,27.4144,9.97147,7.03444,9.58236,2.29285,8.27787,16.3507,5.82759,4.0607,4.73763,4.76864,1.38979,9.41689,10.7487,2.41919,12.8959,22.8817,8.08336,3.74113,13.8611,5.45112,6.89403,4.92231,2.22806,4.90162,6.63398,9.84399,24.4848,12.8784,0.0297698,7.667328125,10.2866267060779
"SORT1",56.2078,33.4961,12.8984,165.925,172.111,183.258,32.2927,34.8657,43.0547,47.0217,16.9509,21.079,61.012,76.4705,71.4386,35.798,35.712,45.3289,180.676,56.2295,35.1646,22.1041,1.92125,28.138,23.2164,32.8585,30.1225,52.7018,42.6976,63.4192,28.7067,32.3254,23.287,19.6548,22.677,2.35637,65.3976,34.7982,57.1814,74.6337,5.73619,8.20031,18.4768,22.8459,22.9017,29.9399,30.5627,15.1697,18.776,64.5038,50.1758,35.0192,30.7406,18.5673,52.91546875,42.1914926875594
"DISC1",2.85035,2.29919,1.18168,1.13912,1.91354,0.809721,1.27137,2.04333,1.40583,1.46437,0.692745,0.836728,1.22661,1.28068,1.91087,1.69245,1.15686,1.50193,2.49527,1.72839,2.05403,1.16743,0.151974,1.95043,2.59833,1.47998,1.22907,1.49522,0.830445,1.45121,1.35321,1.55149,1.28253,0.557635,0.876575,0.239864,2.14334,1.37996,0.551024,6.63657,4.05306,0.258455,1.11055,1.49607,0.909686,1.29546,1.32423,2.78396,0.737439,1.203,1.97164,1.48345,1.48301,2.60529,1.5258389375,1.58332904226021
"ETV5",10.4278,7.6061,22.8426,16.4571,10.6173,8.75832,4.70416,10.9251,17.8779,9.71091,15.6804,19.0025,17.1314,20.0285,11.4425,9.90598,12.3427,8.14857,10.9617,7.96065,8.80513,18.0497,5.74488,5.48855,7.97122,4.60889,3.45587,5.90038,2.5849,5.1808,6.73549,4.58665,1.66992,4.84515,4.64609,2.24305,15.8788,8.51133,5.84423,11.6411,3.08194,7.9971,41.2498,8.72624,6.7652,9.2196,4.31591,14.3809,5.56492,11.6851,13.5498,8.53193,6.75903,0.256791,12.07838625,8.86027836419753
"PIR",18.6429,16.1126,15.7881,19.6873,16.3516,14.0515,29.7417,8.64164,9.07934,11.322,5.46515,5.79929,8.80628,9.08271,7.03638,9.48573,10.5661,10.9117,25.8041,15.541,14.3836,7.34769,15.1503,13.7912,11.1696,9.2029,7.10849,13.4784,23.0902,12.9379,15.6326,8.22089,4.44349,5.56098,5.08915,6.58542,16.8235,6.68036,6.31741,18.653,14.4378,1.20274,12.135,10.8811,10.2978,9.5615,6.84273,18.6052,7.46251,6.19918,17.4661,13.7737,18.1364,0.226579,10.43933125,12.348104199905
"GCNT2",0.781019,0.925187,0.336098,5.4368,0.55482,0.204755,1.34216,0.831175,0.773651,0.6118,4.81279,3.85965,0.583863,0.702869,0.69705,1.07598,0.486813,0.493827,0.786896,0.737168,2.26411,0.0178571,4.96464,1.07548,1.78472,4.21178,4.22423,4.04924,2.92499,3.55506,1.49462,1.08008,4.88358,3.68845,4.63583,2.9878,5.96714,5.9912,0.209307,0.629561,0.44771,0.844554,2.67628,9.81714,2.141,2.36323,4.55818,2.38326,7.90138,2.91287,2.20208,1.34741,1.20396,0.529411,1.77402075,2.61509220441595
"ZNF106",24.5337,21.8375,13.7617,29.8501,25.6421,26.9606,25.8785,11.3791,13.7128,15.7052,21.0635,19.969,17.5423,18.465,10.6004,12.6731,16.3923,12.8246,14.7835,14.406,19.8987,38.7317,26.3073,27.9413,24.0163,30.7441,17.3104,33.4308,12.4704,52.4071,19.4148,55.624,75.7125,6.10411,9.42221,4.22511,32.1593,14.4117,208.989,28.7737,21.2557,5.22688,17.9854,17.844,11.9524,12.1188,17.3551,18.9252,11.9542,21.4933,14.6204,27.9604,15.0758,10.5112,22.6882875,25.4353307929725
"CNIH3",1.24535,0.759037,0.475586,0.707724,0.833214,0.829479,0.936078,3.18548,4.30906,2.53958,2.01555,2.1784,5.11984,7.08692,4.05973,2.9068,3.44859,1.90573,1.42305,2.04549,1.37381,1.48673,0.554767,2.2376,1.68213,0.769554,0.414797,0.750012,0.41209,0.598605,1.45484,0.290354,0.119612,0.722325,1.28286,0.226035,0.876656,0.668937,0.336172,2.05925,3.10728,1.92018,1.70812,1.02215,0.643496,0.744804,0.413773,0.682479,0.733378,3.4994,1.814,1.43193,1.201,0.397584,2.719427625,1.12109279297246
"DSTYK",8.75975,7.61313,11.1752,11.6358,10.856,14.7846,10.7053,8.30243,10.5343,9.46525,33.1,25.4051,12.1757,15.4707,8.52251,11.1836,11.0134,7.77685,12.8583,8.30693,8.35688,14.6435,1.27578,11.4551,14.3259,11.4984,6.18011,11.1114,8.45029,11.0971,13.4769,3.39755,2.46657,4.62414,6.87302,1.62277,9.62192,7.19812,7.26589,13.0239,14.8278,2.87333,11.1865,8.98208,12.1883,13.7002,6.91498,9.47933,5.01265,9.55068,11.006,16.6905,11.2594,2.38728,11.850069375,9.59797799620133
"CALD1",262.868,199.428,80.8969,1144.32,846.821,1211.28,557.561,17.8053,18.7137,22.0761,39.4303,34.6536,16.3161,17.6973,18.4886,22.0225,18.0175,22.0435,26.3855,24.8605,201.047,315.637,1.34202,396.806,391.445,1082.45,332.57,966.409,96.6832,1356.96,442.012,89.9732,45.6504,58.9165,77.6577,54.4627,198.736,71.3501,21.2823,294.521,399.471,15.2718,69.2249,308.591,67.9377,82.8235,124.274,141.63,94.3753,56.7897,164.823,657.649,231.278,0.770616,39.55438125,336.663269981007
"VWA8",7.05126,6.79128,11.6084,8.28017,7.65654,8.73809,10.7783,3.20659,3.90417,4.69125,11.8428,10.7907,4.49843,5.38698,3.07336,4.78013,4.69084,3.51151,4.70528,4.23484,7.98479,13.0806,17.6399,8.65547,9.99768,8.65544,7.25471,8.19244,6.32153,8.26498,10.1012,6.89496,7.81064,4.69011,5.31574,6.33794,7.87457,7.41058,15.2357,9.27809,9.98873,3.5258,7.47443,7.50467,6.48559,7.25339,6.527,4.49002,6.63235,7.46743,8.34143,12.0549,8.21874,2.39766,5.743565625,8.23573905508072
"FARP2",6.49963,5.71366,4.84736,8.28317,6.94362,8.45315,7.35312,2.0272,2.05712,2.55905,10.0002,10.9595,2.92322,2.62409,2.46546,2.76593,2.49422,2.36941,4.92872,2.53812,6.09583,13.6748,13.2795,7.94572,7.98597,6.33497,8.66954,5.80697,7.37267,6.02502,8.2287,2.59251,1.60113,3.25998,4.34251,2.73925,8.07784,5.36362,2.57276,10.4667,8.40565,2.58549,4.99518,6.25747,12.2824,12.2302,8.74965,5.92608,6.0084,15.3149,5.67339,9.02684,7.5261,0.591063,3.9364825,7.1812395702754
"HPS4",19.6154,14.1395,16.5601,15.8625,16.04,16.016,20.4291,9.5357,10.9177,12.6519,66.6023,67.2858,14.6757,13.6295,9.03312,12.2348,15.1005,9.8676,14.8063,10.8315,20.5556,17.6021,28.0584,32.5454,29.221,17.8605,15.2532,15.7003,19.0084,14.9922,24.6041,5.92598,3.60304,11.7926,12.9542,8.26423,20.8477,14.2201,4.68525,30.5294,32.4305,11.1638,35.6022,28.1361,36.2982,40.8417,18.3391,26.0725,14.7415,44.7289,32.0265,24.7895,26.0609,3.46739,18.59682125,21.3266901661918
"DOCK7",6.71846,4.94438,2.92234,9.99293,7.72154,9.79242,7.65631,3.89125,3.91596,5.44324,5.47826,5.81029,5.19466,4.33403,2.63173,3.25479,4.68232,3.86747,3.76832,2.93346,5.84393,17.5708,6.60347,11.3599,11.4442,7.6721,4.89948,6.83325,3.01371,6.87116,7.64045,2.06703,1.03726,2.18322,2.60451,1.58642,4.16547,5.89083,1.0666,13.6289,11.009,1.49394,8.46523,5.3371,5.40561,6.09527,3.83358,2.79398,4.38477,9.54616,4.84659,10.0855,6.43481,0.179426,3.90472125,6.46388923076923
"RANBP17",0.939715,0.429264,2.45152,0.996133,1.05936,1.43403,0.845936,0.357756,0.498621,0.267108,1.97482,2.21131,0.718834,0.702071,0.313759,1.31107,0.324952,0.148781,1.33563,0.51776,1.13339,1.50106,0.0096917,0.962275,1.3582,1.14746,0.796081,0.9631,0.233836,0.955309,1.06844,0.404148,0.225095,0.755524,0.680848,0.495273,2.43392,3.50887,0.0749649,1.0419,1.13881,0.912533,2.41886,1.8559,0.240717,0.398976,0.837366,0.366909,1.23161,8.94763,3.77575,1.00401,0.510192,0.015197,0.8591021875,1.27305834188034
"FRMD4B",9.53658,10.3746,2.59371,12.3916,12.3175,4.95234,3.96719,3.95554,1.57692,4.87735,1.04104,1.35771,2.40865,2.10954,5.89464,3.81864,3.63106,5.61465,15.7295,7.28128,9.20213,0.384633,0.380662,12.8335,9.91522,3.31872,5.10526,3.6376,23.0709,3.27212,7.62448,5.45656,1.76483,5.87073,8.28124,4.74195,20.5189,17.2761,0.814903,11.5764,6.39587,1.92318,4.96591,11.2092,20.7018,23.9699,5.73335,19.1045,3.78408,2.35506,31.2107,5.76194,17.991,3.88362,5.439800625,8.98418641975309
"ZC3H13",20.7263,16.4781,11.2267,22.5425,21.3167,29.6369,22.1031,11.817,11.3247,12.3899,23.1262,20.2082,13.5362,14.9704,12.3349,13.5478,12.7222,11.9778,17.6402,13.1859,19.0574,35.625,27.2986,23.9008,27.5176,22.7586,14.3678,21.3937,11.857,21.2906,24.0258,6.95852,5.34798,5.49397,12.2203,29.3989,16.7459,14.6456,10.254,28.029,24.0255,5.40974,14.2853,16.4469,16.9268,18.6709,15.4783,14.9139,10.2738,14.8953,23.1764,29.317,18.6402,3.14112,13.6146125,18.8746300807217
"SUMF1",12.7387,10.4323,9.9141,17.8662,14.3714,12.1635,11.096,2.16356,2.14468,2.85046,2.0851,2.22165,2.53318,2.70529,2.23618,3.12247,2.68022,2.52035,4.5739,2.86536,11.6738,20.8996,3.63175,13.1906,12.0016,7.35029,9.21194,7.94846,13.5995,7.50604,10.6836,3.6923,1.81389,9.60268,12.3193,5.29106,11.9298,12.1178,1.0925,13.2061,11.472,4.32499,9.74083,10.4292,11.4673,11.5335,7.46308,9.78943,8.67158,4.96849,16.0122,11.3443,12.6984,4.52381,3.258649375,10.3234921842355
"COA1",6.75924,5.69999,5.39558,7.36977,6.69564,6.46974,6.94376,3.68152,5.00349,4.44797,9.18854,8.60495,5.28075,6.44033,3.52093,4.89714,5.08489,3.61867,5.51647,4.22463,7.3296,9.0897,13.5684,8.98976,11.8552,5.61459,4.73223,5.44502,5.79131,5.31599,8.58884,4.75364,4.66293,4.63292,7.08507,2.78547,7.42418,6.60146,5.31065,9.78924,12.0277,4.04959,8.29568,8.46087,7.28399,7.63497,6.77617,9.4559,5.08479,6.54728,9.40291,9.2492,8.17091,2.34144,5.396939375,7.16124519468186
"CLCN7",31.2504,25.0671,51.1058,30.1607,30.085,28.0127,31.1541,11.1773,15.0263,14.7621,41.2086,55.6264,28.6138,22.3775,12.55,17.9903,15.5235,12.762,19.3369,13.7883,31.6661,29.3822,21.4868,46.0076,49.7088,35.1912,24.8248,32.1034,18.2231,30.3752,39.0655,13.4584,10.5235,21.5612,23.9739,14.557,42.6936,26.2203,18.7453,38.5019,35.832,14.168,46.4329,35.4038,33.1513,35.9044,35.2316,52.397,28.0716,48.0145,56.471,45.9507,26.5717,15.6965,21.71365625,32.4892730294397
"CCDC14",15.2864,11.2276,8.35551,23.8024,18.2016,18.5255,16.7612,3.09393,3.68176,4.61713,1.54078,2.65535,6.35365,5.27847,3.63566,5.26506,5.33069,3.42935,7.52412,4.32813,18.1131,20.0917,21.7674,25.4443,29.1804,18.8369,21.7797,16.1513,9.15577,15.5947,25.4718,5.35185,2.73448,6.64689,10.8021,5.53659,20.688,16.2443,3.24986,26.0538,29.87,6.50198,18.5351,22.5589,14.9112,13.6365,17.7351,13.8631,10.8766,24.0682,22.5411,31.1065,17.9988,0.722453,5.344275625,16.9429524335233
"RAD50",13.4035,11.8049,13.163,15.4412,15.148,16.8251,18.6882,4.63972,5.59976,6.07081,14.5948,14.1479,8.19148,8.61508,5.16036,6.48641,6.67726,4.93447,7.73936,5.33573,13.5935,27.9079,36.0987,17.8652,19.8836,17.5701,12.9157,16.7641,13.1728,16.8437,17.695,6.40875,4.86154,6.08761,7.89178,5.24169,12.6263,12.9354,8.75863,17.6645,23.3446,6.60093,17.4661,14.8664,14.1998,14.4793,14.1722,10.22,11.8678,15.4529,17.2447,21.4803,17.0627,1.3463,7.630608125,15.0267430816714
"FRMD4A",19.6766,15.2504,2.77306,11.6501,18.8909,19.7987,6.6048,4.6357,6.47062,5.43313,6.28951,7.93239,8.49806,8.22976,4.9421,5.76353,6.57299,4.97521,4.24704,4.63612,14.6372,10.2899,8.43234,7.95243,9.94555,10.4426,5.49986,7.95742,5.38719,8.01013,7.85378,5.09392,4.13214,4.60069,11.4829,3.11211,11.5116,6.69654,1.40606,18.6564,5.5881,3.85701,7.6422,9.46673,12.6089,11.6228,5.76945,16.9629,4.61378,4.85666,8.93409,6.09757,7.79251,0.892921,6.21023875,9.02354903846154
"LIMA1",143.18,97.9171,40.0348,81.4728,76.0542,65.1583,67.7746,7.43075,6.51316,7.38906,114.022,101.562,6.43036,6.08722,7.81215,7.47593,6.97927,6.71589,18.5645,9.16896,99.5299,163.13,31.1661,80.2166,76.9339,41.9906,62.5592,45.9012,30.8892,37.3535,72.1215,16.0025,7.21009,22.213,40.0975,5.49994,73.6963,42.9418,9.61058,94.3109,52.0272,12.0759,25.2318,52.0944,41.1621,43.2141,56.4344,29.9918,32.0353,20.0529,44.6824,90.613,63.8951,0.869348,25.19125875,54.8371763437797
"INPP4B",8.69224,5.09863,1.43046,5.65842,9.14092,8.83045,4.13841,1.29308,1.60177,1.16916,1.25583,1.26235,1.49727,2.02176,1.12526,1.36367,1.35668,1.0736,0.79816,0.997622,7.27774,7.13566,0.166984,9.51285,7.57311,3.11454,2.77592,4.25902,1.96291,2.486,9.79001,1.04028,2.09678,1.17733,1.16123,0.191723,5.64126,2.18617,2.79816,5.63298,2.68099,0.671437,0.987602,3.37745,1.89283,2.52592,3.94683,2.19045,1.48978,7.02368,4.1483,5.44657,6.94404,0.603255,1.59965825,4.0893872682811
"DAAM2",61.2196,39.2813,23.7755,49.7803,46.554,87.6024,16.5738,69.2868,26.8872,61.902,13.8797,16.666,38.9355,35.4233,80.5321,59.1273,30.0612,73.8213,147.181,94.867,41.6129,13.1477,0.510338,32.0197,34.2339,29.5172,20.9366,128.335,12.1535,162.025,39.3403,6.86108,8.11642,7.98316,6.68376,3.31511,25.9997,11.6416,21.2419,69.7653,18.3009,5.17808,7.27323,17.5049,11.2438,14.1765,26.1027,57.7374,15.0037,27.043,29.4235,30.5505,18.3156,6.10208,49.346725,32.8422907359924
"PTPN14",9.17073,9.38227,9.60865,12.9637,12.5639,16.2005,8.43363,1.40905,1.58412,1.14782,0.403099,0.58955,2.27195,2.22026,1.20058,1.11473,1.03732,0.931383,1.17087,1.3699,11.887,32.5563,0.241389,7.31741,9.21162,11.4992,4.26703,11.8617,5.457,13.526,12.3905,2.87901,3.07888,4.20019,7.76204,0.284816,7.68992,8.96401,12.0618,14.0891,9.78516,1.80916,2.77127,8.16585,17.661,14.3649,2.3807,3.41089,4.20744,5.5183,7.88193,14.0053,9.4998,0.029682,1.881152625,9.08672893019943
"LDLRAD3",15.2838,13.6672,5.12078,5.17985,11.4872,4.35451,4.44849,6.14931,5.1724,6.36167,32.8665,27.9341,4.38848,5.07219,6.76646,7.59506,5.50168,5.63578,30.6067,9.8432,19.7315,22.9502,0.122112,13.1432,16.0688,5.31091,3.2602,4.38859,8.38566,4.56953,12.6636,2.81963,1.05721,1.8943,4.09274,0.698162,6.21542,15.3522,2.90054,27.0443,18.5989,2.34959,7.66883,18.1788,19.4846,20.6832,4.81773,2.97145,3.05884,5.31292,5.80161,16.1388,11.6626,1.76656,10.249111875,9.4955793019943
"KIF13A",19.4592,13.3426,13.9294,37.4059,37.434,40.3233,25.8475,8.34748,6.38085,7.07926,15.1429,13.9066,7.04104,7.03828,8.17735,7.15608,5.64926,7.20328,11.8866,8.59341,16.5383,16.9456,0.292893,26.0327,19.4853,25.0811,14.4456,23.2001,9.14256,23.0027,19.1376,12.8872,9.32318,4.34179,4.60826,4.18706,20.2464,11.7744,23.0417,22.5012,16.0915,3.18751,9.7701,15.5706,19.3076,20.0145,11.1394,5.82185,6.36773,7.31134,19.5676,27.1944,21.7339,4.53514,9.753698125,16.7651118162393
"AGAP1",8.51806,5.41685,3.92815,4.65887,6.16337,7.39022,8.34319,22.2225,24.1546,14.2403,27.1115,24.4311,26.2061,27.414,19.4808,19.985,15.2249,14.6532,23.6456,17.8491,7.30077,8.01498,0.128052,6.92453,9.62338,18.441,11.1016,15.3485,4.49261,17.0821,7.19575,3.75235,2.56885,4.50041,4.97555,1.2161,8.45049,5.32618,4.1197,16.9187,6.04698,3.18062,10.2635,5.86992,4.74944,5.46362,8.67266,2.68988,6.84251,8.41454,6.76243,8.95069,4.86062,0.191433,18.211899375,7.19192828347578
"RAB38",1.66837,3.30047,28.1555,3.10251,4.37925,1.44875,5.5391,0.215891,0.144225,0.172422,0.073691,0.0934778,0.143795,0.160921,0.296634,0.389125,0.173645,0.128787,0.478199,0.344934,2.50377,3.63077,15.6584,3.84008,3.68971,1.91755,2.1688,1.49108,66.1394,1.31335,3.01617,0.821433,0.215473,3.52361,4.5582,0.505136,7.62445,3.00834,0.163518,5.81367,2.86015,1.01771,3.82589,3.87444,68.1521,64.011,2.09271,2.26658,1.32476,4.45336,6.96463,8.24959,42.5524,0.908405,0.717318925,10.0101541774929
"VPS41",17.1692,15.2501,14.9796,26.0553,22.7402,27.0907,18.9154,13.6604,17.6363,15.4902,17.576,17.7791,23.0828,28.5461,13.7433,17.3812,17.0513,12.5574,23.3792,15.9957,15.6735,27.0086,28.7111,23.3378,22.469,17.9648,12.8584,17.2337,12.7242,17.4201,20.2839,8.89435,5.48654,8.18868,13.1037,5.37083,18.5328,12.5119,3.43099,23.2746,27.4083,7.04784,25.7421,18.2441,16.1035,16.5524,13.726,16.7821,10.562,16.0777,19.5351,22.2366,19.1166,5.6408,16.674543125,17.3250578774929
