Gene,Combined_Score,Clinical Trials,Hpa,Heatmap,Vital,Non Vital,Protein Vital,Protein Non Vital
ROBO1,9.734136625931393,30.0,10.0,1.8233620871349685,8.02684125,9.69916873765432,3.9903306266957568,3.486888853641402
BCL2L12,9.732994714567372,31.0,7.0,0.1722205957280361,3.43877625,15.6748247958215,0.0,4.198600931508193
ABCB4,9.73011896620078,29.0,10.0,0.3605070759915993,0.31669134375,1.68400329534663,2.5587616039711243,3.172252952102182
FUT2,9.720065234158985,33.0,7.0,-0.0242991315928248,1.17998625,4.60821916263058,0.0,4.7941785820699705
PMP22,9.70343993998664,23.0,8.0,-0.7128023681170218,101.1129125,250.058506125356,0.0,0.0
GPR55,9.702877855144887,19.0,8.0,-0.2775860189347545,0.434740509375,1.11632646707028,0.0,0.0
GPNMB,9.673799693483302,33.0,8.0,3.538044834239014,15.937423125,83.9818678276353,4.316531439127146,4.717716349094831
STIL,9.671545998160406,33.0,5.0,0.2014436517044097,0.6579204375,1.99249649192783,0.0,2.6262805657678485
GPER1,9.66640811464503,17.0,8.0,0.0496881687736927,7.85341125,9.25904618471035,0.0,0.0
SORT1,9.665435641156114,31.0,10.0,2.513291640581981,52.91546875,42.1914926875594,4.560900078679693,4.348393386035527
TNFRSF14,9.651244558261316,31.0,10.0,2.2590836974390878,21.769541875,88.1887773836657,4.385453967731071,4.3920763865398165
AXIN2,9.640908078346037,26.0,7.0,-0.0240267119060919,7.6113275,13.4203354677113,0.0,2.372582587332909
IFNAR2,9.639424820172406,23.0,8.0,0.4412301784124973,7.876699375,15.4208549097816,0.0,3.478816675632004
NKTR,9.61301775357052,33.0,10.0,0.9101894274874156,0.0,0.0,4.09126809295772,3.766784382971685
CDH1,9.604494121321144,33.0,10.0,1.8029155376618085,2.53294699375,29.8309763055081,4.279405565885814,5.104959915774792
CHRNA5,9.604393170421671,21.0,10.0,-0.1678696633923521,0.2439444375,0.459950708214625,0.0,4.753059879926258
CTNS,9.60363609691008,24.0,8.0,0.4427895158652649,7.269324375,17.2543553608737,0.0,4.17067578045136
FCGR2B,9.582080657392979,29.0,8.0,-0.326490978291664,1.2848296875,6.23678396011396,0.0,5.02551207629974
DDR2,9.549759231718518,30.0,10.0,1.237354455891791,7.402575,34.0031090479582,3.761379927454121,4.152323334233237
ERBB2,9.549226910750892,35.0,10.0,0.5265573361811433,11.610739375,48.625204620133,4.1334712371680045,4.141867729502681
CD226,9.524082993960501,17.0,10.0,0.1661864051946688,0.335410825,1.48888392079772,0.0,4.289593120910891
IL6R,9.520521025749638,25.0,8.0,-0.2007999234034999,4.8014925,16.6939237796771,0.0,3.9947624236276376
TGFBR1,9.513702965430067,32.0,10.0,0.4062105137914216,7.143745,17.0743237986705,3.598516162956541,4.028792265957396
EPHA2,9.506672776252943,33.0,10.0,0.2056914157544747,5.082325,26.8852821253561,3.647547501946295,4.019969483781757
F2RL1,9.49096854305865,19.0,10.0,-0.0537552365978686,0.99816493125,7.70815406215575,0.0,4.949756527133944
PKD2,9.489569659645458,23.0,10.0,2.081271349681085,14.455769375,45.6007793019943,3.4834700272955224,3.740502235087837
CDH3,9.486550337633846,32.0,10.0,1.7189330868298645,1.26754958125,7.25571679786325,4.864538553269406,4.28261714713515
RASGRP1,9.479072794508657,33.0,10.0,-0.3483706473974479,8.795848125,2.32825749762583,3.5779991106900733,3.324262004759659
EPS8,9.466446207708959,31.0,10.0,1.731561018513497,12.882800625,52.4339322958215,4.509929609610224,4.606780321776364
SLC22A1,9.458417687098882,25.0,8.0,-0.1601032646166341,0.1998818625,10.7570308783476,0.0,4.563685721552597
HAS3,9.45703852288566,23.0,8.0,-0.0444389559306511,1.0779808125,3.27801280769231,0.0,3.954804362948776
MAL,9.436078682704242,25.0,5.0,-0.0325720678953678,74.760474375,122.497080716999,0.0,0.0
BIK,9.418793265705942,24.0,5.0,-0.158149501873559,0.304135,4.1763204017094,0.0,0.0
CD83,9.417848579560902,32.0,7.0,-1.3351336546570896,15.72275875,11.7446814696106,0.0,4.029258333488961
TNK2,9.411949632227792,31.0,10.0,0.3748434389541598,70.76433625,38.2047233523267,3.8927875003836334,3.384710238204565
NEO1,9.410166874954564,31.0,10.0,1.1129138818669495,17.608419375,19.8400189838556,4.410762061094744,4.0662578845353705
ADAM12,9.404577845001805,32.0,10.0,0.4654663846182185,0.6816999625,2.02357091163343,3.976574536002679,4.259292656533186
GEM,9.39487679964196,35.0,7.0,-2.0358366368129426,10.3279015,52.1542754624881,0.0,4.096922948700203
TNFSF12,9.375511244637483,25.0,7.0,-0.368420522963826,43.508125,68.0291972934473,0.0,3.0047450294182227
